func	1:0	4:0	0	static inline void	draw_dot
params	1:27	0:0	1	
param	1:28	1:34	2	int	fg
param	1:36	1:41	2	int	x
param	1:43	1:48	2	int	y
param	1:50	1:62	2	AVFrame *	out
stmnts	3:4	3:60	1	
call	3:4	3:59	2	AV_WN32
arg	3:12	3:55	3	out->data[0]+y*out->linesize[0]+x*4
water	3:12	0:0	4	out
op	3:15	0:0	4	->
water	3:17	0:0	4	data
op	3:21	0:0	4	[
water	3:22	0:0	4	0
op	3:23	0:0	4	]
op	3:25	0:0	4	+
water	3:27	0:0	4	y
op	3:29	0:0	4	*
water	3:31	0:0	4	out
op	3:34	0:0	4	->
water	3:36	0:0	4	linesize
op	3:44	0:0	4	[
water	3:45	0:0	4	0
op	3:46	0:0	4	]
op	3:48	0:0	4	+
water	3:50	0:0	4	x
op	3:52	0:0	4	*
water	3:54	0:0	4	4
arg	3:57	3:59	3	fg
water	3:57	0:0	4	fg
water	3:60	0:0	2	;
