func	1:0	78:0	0	int	main
params	1:8	0:0	1	
param	1:9	1:13	2	void
stmnts	0:0	77:12	1	
decl	3:4	3:29	2	AVDictionary	*dict
op	3:23	0:0	2	=
water	3:25	0:0	2	NULL
decl	4:4	4:24	2	AVDictionaryEntry	*e
decl	5:4	5:23	2	char	*buffer
op	5:17	0:0	2	=
water	5:19	0:0	2	NULL
call	6:4	6:70	2	printf
arg	6:11	6:70	3	"Testing av_dict_get_string() and av_dict_parse_string()\n"
water	6:11	0:0	4	"Testing av_dict_get_string() and av_dict_parse_string()\n"
water	6:71	0:0	2	;
call	7:4	7:46	2	av_dict_get_string
arg	7:23	7:27	3	dict
water	7:23	0:0	4	dict
arg	7:29	7:36	3	&buffer
op	7:29	0:0	4	&
water	7:30	0:0	4	buffer
arg	7:38	7:41	3	'='
water	7:38	0:0	4	'='
arg	7:43	7:46	3	','
water	7:43	0:0	4	','
water	7:47	0:0	2	;
call	8:4	8:25	2	printf
arg	8:11	8:17	3	"%s\n"
water	8:11	0:0	4	"%s\n"
arg	8:19	8:25	3	buffer
water	8:19	0:0	4	buffer
water	8:26	0:0	2	;
call	9:4	9:20	2	av_freep
arg	9:13	9:20	3	&buffer
op	9:13	0:0	4	&
water	9:14	0:0	4	buffer
water	9:21	0:0	2	;
call	10:4	10:38	2	av_dict_set
arg	10:16	10:21	3	&dict
op	10:16	0:0	4	&
water	10:17	0:0	4	dict
arg	10:23	10:28	3	"aaa"
water	10:23	0:0	4	"aaa"
arg	10:30	10:35	3	"aaa"
water	10:30	0:0	4	"aaa"
arg	10:37	10:38	3	0
water	10:37	0:0	4	0
water	10:39	0:0	2	;
call	11:4	11:38	2	av_dict_set
arg	11:16	11:21	3	&dict
op	11:16	0:0	4	&
water	11:17	0:0	4	dict
arg	11:23	11:28	3	"b,b"
water	11:23	0:0	4	"b,b"
arg	11:30	11:35	3	"bbb"
water	11:30	0:0	4	"bbb"
arg	11:37	11:38	3	0
water	11:37	0:0	4	0
water	11:39	0:0	2	;
call	12:4	12:38	2	av_dict_set
arg	12:16	12:21	3	&dict
op	12:16	0:0	4	&
water	12:17	0:0	4	dict
arg	12:23	12:28	3	"c=c"
water	12:23	0:0	4	"c=c"
arg	12:30	12:35	3	"ccc"
water	12:30	0:0	4	"ccc"
arg	12:37	12:38	3	0
water	12:37	0:0	4	0
water	12:39	0:0	2	;
call	13:4	13:38	2	av_dict_set
arg	13:16	13:21	3	&dict
op	13:16	0:0	4	&
water	13:17	0:0	4	dict
arg	13:23	13:28	3	"ddd"
water	13:23	0:0	4	"ddd"
arg	13:30	13:35	3	"d,d"
water	13:30	0:0	4	"d,d"
arg	13:37	13:38	3	0
water	13:37	0:0	4	0
water	13:39	0:0	2	;
call	14:4	14:38	2	av_dict_set
arg	14:16	14:21	3	&dict
op	14:16	0:0	4	&
water	14:17	0:0	4	dict
arg	14:23	14:28	3	"eee"
water	14:23	0:0	4	"eee"
arg	14:30	14:35	3	"e=e"
water	14:30	0:0	4	"e=e"
arg	14:37	14:38	3	0
water	14:37	0:0	4	0
water	14:39	0:0	2	;
call	15:4	15:38	2	av_dict_set
arg	15:16	15:21	3	&dict
op	15:16	0:0	4	&
water	15:17	0:0	4	dict
arg	15:23	15:28	3	"f,f"
water	15:23	0:0	4	"f,f"
arg	15:30	15:35	3	"f=f"
water	15:30	0:0	4	"f=f"
arg	15:37	15:38	3	0
water	15:37	0:0	4	0
water	15:39	0:0	2	;
call	16:4	16:38	2	av_dict_set
arg	16:16	16:21	3	&dict
op	16:16	0:0	4	&
water	16:17	0:0	4	dict
arg	16:23	16:28	3	"g=g"
water	16:23	0:0	4	"g=g"
arg	16:30	16:35	3	"g,g"
water	16:30	0:0	4	"g,g"
arg	16:37	16:38	3	0
water	16:37	0:0	4	0
water	16:39	0:0	2	;
call	17:4	17:34	2	test_separators
arg	17:20	17:24	3	dict
water	17:20	0:0	4	dict
arg	17:26	17:29	3	','
water	17:26	0:0	4	','
arg	17:31	17:34	3	'='
water	17:31	0:0	4	'='
water	17:35	0:0	2	;
call	18:4	18:22	2	av_dict_free
arg	18:17	18:22	3	&dict
op	18:17	0:0	4	&
water	18:18	0:0	4	dict
water	18:23	0:0	2	;
call	19:4	19:38	2	av_dict_set
arg	19:16	19:21	3	&dict
op	19:16	0:0	4	&
water	19:17	0:0	4	dict
arg	19:23	19:28	3	"aaa"
water	19:23	0:0	4	"aaa"
arg	19:30	19:35	3	"aaa"
water	19:30	0:0	4	"aaa"
arg	19:37	19:38	3	0
water	19:37	0:0	4	0
water	19:39	0:0	2	;
call	20:4	20:38	2	av_dict_set
arg	20:16	20:21	3	&dict
op	20:16	0:0	4	&
water	20:17	0:0	4	dict
arg	20:23	20:28	3	"bbb"
water	20:23	0:0	4	"bbb"
arg	20:30	20:35	3	"bbb"
water	20:30	0:0	4	"bbb"
arg	20:37	20:38	3	0
water	20:37	0:0	4	0
water	20:39	0:0	2	;
call	21:4	21:38	2	av_dict_set
arg	21:16	21:21	3	&dict
op	21:16	0:0	4	&
water	21:17	0:0	4	dict
arg	21:23	21:28	3	"ccc"
water	21:23	0:0	4	"ccc"
arg	21:30	21:35	3	"ccc"
water	21:30	0:0	4	"ccc"
arg	21:37	21:38	3	0
water	21:37	0:0	4	0
water	21:39	0:0	2	;
call	22:4	22:48	2	av_dict_set
arg	22:16	22:21	3	&dict
op	22:16	0:0	4	&
water	22:17	0:0	4	dict
arg	22:23	22:33	3	"\\,=\'\""
water	22:23	0:0	4	"\\,=\'\""
arg	22:35	22:45	3	"\\,=\'\""
water	22:35	0:0	4	"\\,=\'\""
arg	22:47	22:48	3	0
water	22:47	0:0	4	0
water	22:49	0:0	2	;
call	23:4	23:35	2	test_separators
arg	23:20	23:24	3	dict
