func	1:0	64:0	0	int	main
params	1:8	0:0	1	
param	1:9	1:13	2	void
stmnts	0:0	63:12	1	
decl	3:4	3:20	2	AVRational	a
water	3:16	0:0	2	,
decl	3:4	3:20	2	AVRational	b
water	3:18	0:0	2	,
decl	3:4	3:20	2	AVRational	r
for	4:4	23:4	2	(a . num = - 2 ;a . num <= 2;a . num ++)
forinit	4:9	4:19	3	a . num = - 2 ;
water	4:9	0:0	4	a
op	4:10	0:0	4	.
water	4:11	0:0	4	num
op	4:15	0:0	4	=
op	4:17	0:0	4	-
water	4:18	0:0	4	2
water	4:19	0:0	4	;
cond	4:21	4:30	3	a . num <= 2
water	4:21	0:0	4	a
op	4:22	0:0	4	.
water	4:23	0:0	4	num
op	4:27	0:0	4	<=
water	4:30	0:0	4	2
forexpr	4:33	4:38	3	a . num ++
water	4:33	0:0	4	a
op	4:34	0:0	4	.
water	4:35	0:0	4	num
op	4:38	0:0	4	++
stmts	4:42	23:4	3	
water	4:42	0:0	4	{
for	5:8	22:8	4	(a . den = - 2 ;a . den <= 2;a . den ++)
forinit	5:13	5:23	5	a . den = - 2 ;
water	5:13	0:0	6	a
op	5:14	0:0	6	.
water	5:15	0:0	6	den
op	5:19	0:0	6	=
op	5:21	0:0	6	-
water	5:22	0:0	6	2
water	5:23	0:0	6	;
cond	5:25	5:34	5	a . den <= 2
water	5:25	0:0	6	a
op	5:26	0:0	6	.
water	5:27	0:0	6	den
op	5:31	0:0	6	<=
water	5:34	0:0	6	2
forexpr	5:37	5:42	5	a . den ++
water	5:37	0:0	6	a
op	5:38	0:0	6	.
water	5:39	0:0	6	den
op	5:42	0:0	6	++
stmts	5:46	22:8	5	
water	5:46	0:0	6	{
for	6:12	21:12	6	(b . num = - 2 ;b . num <= 2;b . num ++)
forinit	6:17	6:27	7	b . num = - 2 ;
water	6:17	0:0	8	b
op	6:18	0:0	8	.
water	6:19	0:0	8	num
op	6:23	0:0	8	=
op	6:25	0:0	8	-
water	6:26	0:0	8	2
water	6:27	0:0	8	;
cond	6:29	6:38	7	b . num <= 2
water	6:29	0:0	8	b
op	6:30	0:0	8	.
water	6:31	0:0	8	num
op	6:35	0:0	8	<=
water	6:38	0:0	8	2
forexpr	6:41	6:46	7	b . num ++
water	6:41	0:0	8	b
op	6:42	0:0	8	.
water	6:43	0:0	8	num
op	6:46	0:0	8	++
stmts	6:50	21:12	7	
water	6:50	0:0	8	{
for	7:16	20:16	8	(b . den = - 2 ;b . den <= 2;b . den ++)
forinit	7:21	7:31	9	b . den = - 2 ;
water	7:21	0:0	10	b
op	7:22	0:0	10	.
water	7:23	0:0	10	den
op	7:27	0:0	10	=
op	7:29	0:0	10	-
water	7:30	0:0	10	2
water	7:31	0:0	10	;
