func	1:0	7:0	0	static void	set_clock_at
params	1:24	0:0	1	
param	1:25	1:33	2	Clock *	c
param	1:35	1:45	2	double	pts
param	1:47	1:57	2	int	serial
param	1:59	1:70	2	double	time
stmnts	3:4	6:22	1	
water	3:4	0:0	2	c
op	3:5	0:0	2	->
water	3:7	0:0	2	pts
op	3:11	0:0	2	=
water	3:13	0:0	2	pts
water	3:16	0:0	2	;
water	4:4	0:0	2	c
op	4:5	0:0	2	->
water	4:7	0:0	2	last_updated
op	4:20	0:0	2	=
water	4:22	0:0	2	time
water	4:26	0:0	2	;
water	5:4	0:0	2	c
op	5:5	0:0	2	->
water	5:7	0:0	2	pts_drift
op	5:17	0:0	2	=
water	5:19	0:0	2	c
op	5:20	0:0	2	->
water	5:22	0:0	2	pts
op	5:26	0:0	2	-
water	5:28	0:0	2	time
water	5:32	0:0	2	;
water	6:4	0:0	2	c
op	6:5	0:0	2	->
water	6:7	0:0	2	serial
op	6:14	0:0	2	=
water	6:16	0:0	2	serial
water	6:22	0:0	2	;
