func	1:0	47:0	0	int	main
params	1:8	0:0	1	
param	1:9	1:13	2	void
stmnts	0:0	46:12	1	
decl	3:4	3:15	2	int	i
water	3:9	0:0	2	,
decl	3:4	3:15	2	int	j
water	3:12	0:0	2	,
decl	3:4	3:15	2	int	k
decl	4:4	4:16	2	AVRIPEMD	ctx
decl	5:4	5:28	2	unsigned char	digest[40]
water	6:4	0:0	2	static
water	6:11	0:0	2	const
water	6:17	0:0	2	int
water	6:21	0:0	2	lengths
op	6:28	0:0	2	[
water	6:29	0:0	2	4
op	6:30	0:0	2	]
op	6:32	0:0	2	=
water	6:34	0:0	2	{
water	6:36	0:0	2	128
water	6:39	0:0	2	,
water	6:41	0:0	2	160
water	6:44	0:0	2	,
water	6:46	0:0	2	256
water	6:49	0:0	2	,
water	6:51	0:0	2	320
water	6:55	0:0	2	}
water	6:56	0:0	2	;
for	7:4	45:4	2	(j = 0 ;j < 4;j ++)
forinit	7:9	7:14	3	j = 0 ;
water	7:9	0:0	4	j
op	7:11	0:0	4	=
water	7:13	0:0	4	0
water	7:14	0:0	4	;
cond	7:16	7:20	3	j < 4
water	7:16	0:0	4	j
op	7:18	0:0	4	<
water	7:20	0:0	4	4
forexpr	7:23	7:24	3	j ++
water	7:23	0:0	4	j
op	7:24	0:0	4	++
stmts	7:28	45:4	3	
water	7:28	0:0	4	{
call	8:8	8:48	4	printf
arg	8:15	8:36	5	"Testing RIPEMD-%d\n"
water	8:15	0:0	6	"Testing RIPEMD-%d\n"
arg	8:38	8:48	5	lengths[j]
water	8:38	0:0	6	lengths
op	8:45	0:0	6	[
water	8:46	0:0	6	j
op	8:47	0:0	6	]
water	8:49	0:0	4	;
for	9:8	22:8	4	(k = 0 ;k < 3;k ++)
forinit	9:13	9:18	5	k = 0 ;
water	9:13	0:0	6	k
op	9:15	0:0	6	=
water	9:17	0:0	6	0
water	9:18	0:0	6	;
cond	9:20	9:24	5	k < 3
water	9:20	0:0	6	k
op	9:22	0:0	6	<
water	9:24	0:0	6	3
forexpr	9:27	9:28	5	k ++
water	9:27	0:0	6	k
op	9:28	0:0	6	++
stmts	9:32	22:8	5	
water	9:32	0:0	6	{
call	10:12	10:43	6	av_ripemd_init
arg	10:27	10:31	7	&ctx
op	10:27	0:0	8	&
water	10:28	0:0	8	ctx
arg	10:33	10:43	7	lengths[j]
water	10:33	0:0	8	lengths
op	10:40	0:0	8	[
water	10:41	0:0	8	j
op	10:42	0:0	8	]
water	10:44	0:0	6	;
if	11:12	12:48	6	(k == 0)
cond	11:16	11:21	7	k == 0
water	11:16	0:0	8	k
op	11:18	0:0	8	==
water	11:21	0:0	8	0
stmts	12:16	12:48	7	
call	12:16	12:47	8	av_ripemd_update
arg	12:33	12:37	9	&ctx
op	12:33	0:0	10	&
water	12:34	0:0	10	ctx
arg	12:39	12:44	9	"abc"
water	12:39	0:0	10	"abc"
arg	12:46	12:47	9	3
water	12:46	0:0	10	3
water	12:48	0:0	8	;
else	13:12	14:102	6
stmts	13:17	14:102	7	
if	13:17	14:102	8	(k == 1)
cond	13:21	13:26	9	k == 1
water	13:21	0:0	10	k
op	13:23	0:0	10	==
water	13:26	0:0	10	1
stmts	14:16	14:102	9	
call	14:16	14:101	10	av_ripemd_update
arg	14:33	14:37	11	&ctx
op	14:33	0:0	12	&
water	14:34	0:0	12	ctx
arg	14:39	14:97	11	"abcdbcdecdefdefgefghfghighijhijkijkljklmklmnlmnomnopnopq"
