func	1:0	16:0	0	int	main
params	2:4	0:0	1	
param	2:5	2:9	2	void
stmnts	0:0	15:18	1	
decl	4:4	4:19	2	int	failure
op	4:16	0:0	2	=
water	4:18	0:0	2	0
water	5:4	0:0	2	failure
op	5:12	0:0	2	|=
call	5:15	5:29	2	test_packbits
water	5:30	0:0	2	;
water	7:4	0:0	2	failure
op	7:12	0:0	2	|=
call	7:15	7:56	2	rewrite_test
arg	7:29	7:43	3	"rewrite1.tif"
water	7:29	0:0	4	"rewrite1.tif"
arg	7:45	7:47	3	10
water	7:45	0:0	4	10
arg	7:49	7:50	3	0
water	7:49	0:0	4	0
arg	7:52	7:56	3	100
water	7:52	0:0	4	100
water	7:57	0:0	2	;
water	8:4	0:0	2	failure
op	8:12	0:0	2	|=
call	8:15	8:56	2	rewrite_test
arg	8:29	8:43	3	"rewrite2.tif"
water	8:29	0:0	4	"rewrite2.tif"
arg	8:45	8:47	3	10
water	8:45	0:0	4	10
arg	8:49	8:50	3	1
water	8:49	0:0	4	1
arg	8:52	8:56	3	100
water	8:52	0:0	4	100
water	8:57	0:0	2	;
water	10:4	0:0	2	failure
op	10:12	0:0	2	|=
call	10:15	10:55	2	rewrite_test
arg	10:29	10:43	3	"rewrite3.tif"
water	10:29	0:0	4	"rewrite3.tif"
arg	10:45	10:46	3	1
water	10:45	0:0	4	1
arg	10:48	10:49	3	0
water	10:48	0:0	4	0
arg	10:51	10:55	3	100
water	10:51	0:0	4	100
water	10:56	0:0	2	;
water	11:4	0:0	2	failure
op	11:12	0:0	2	|=
call	11:15	11:55	2	rewrite_test
arg	11:29	11:43	3	"rewrite4.tif"
water	11:29	0:0	4	"rewrite4.tif"
arg	11:45	11:46	3	1
water	11:45	0:0	4	1
arg	11:48	11:49	3	1
water	11:48	0:0	4	1
arg	11:51	11:55	3	100
water	11:51	0:0	4	100
water	11:56	0:0	2	;
water	13:4	0:0	2	failure
op	13:12	0:0	2	|=
call	13:15	13:70	2	rewrite_test
arg	13:29	13:43	3	"rewrite5.tif"
water	13:29	0:0	4	"rewrite5.tif"
arg	13:45	13:49	3	1000
water	13:45	0:0	4	1000
arg	13:51	13:52	3	1
water	13:51	0:0	4	1
arg	13:54	13:70	3	0x6000000000ULL
water	13:54	0:0	4	0
water	13:55	0:0	4	x6000000000ULL
water	13:71	0:0	2	;
water	14:4	0:0	2	failure
op	14:12	0:0	2	|=
call	14:15	14:67	2	rewrite_test
arg	14:29	14:43	3	"rewrite6.tif"
water	14:29	0:0	4	"rewrite6.tif"
arg	14:45	14:46	3	1
water	14:45	0:0	4	1
arg	14:48	14:49	3	1
water	14:48	0:0	4	1
arg	14:51	14:67	3	0x6000000000ULL
water	14:51	0:0	4	0
water	14:52	0:0	4	x6000000000ULL
water	14:68	0:0	2	;
return	15:4	15:18	2	failure
water	15:11	0:0	3	failure
