func	1:0	5:0	0	static void	t2p_unmapproc
params	2:13	0:0	1	
param	2:14	2:30	2	thandle_t	handle
param	2:32	2:42	2	void *	data
param	2:44	2:57	2	toff_t	offset
stmnts	4:1	4:42	1	
water	4:1	0:0	2	(
water	4:2	0:0	2	void
water	4:6	0:0	2	)
water	4:8	0:0	2	handle
water	4:14	0:0	2	,
water	4:16	0:0	2	(
water	4:17	0:0	2	void
water	4:21	0:0	2	)
water	4:23	0:0	2	data
water	4:27	0:0	2	,
water	4:29	0:0	2	(
water	4:30	0:0	2	void
water	4:34	0:0	2	)
water	4:36	0:0	2	offset
water	4:42	0:0	2	;
