func	2:0	6:0	0	static int	SplitterControl
params	2:26	0:0	1	
param	2:27	2:45	2	vout_display_t *	vd
param	2:47	2:56	2	int	query
param	2:58	2:70	2	va_list	args
stmnts	4:4	5:23	1	
water	4:4	0:0	2	(
water	4:5	0:0	2	void
water	4:9	0:0	2	)
water	4:10	0:0	2	vd
water	4:12	0:0	2	;
water	4:14	0:0	2	(
water	4:15	0:0	2	void
water	4:19	0:0	2	)
water	4:20	0:0	2	query
water	4:25	0:0	2	;
water	4:27	0:0	2	(
water	4:28	0:0	2	void
water	4:32	0:0	2	)
water	4:33	0:0	2	args
water	4:37	0:0	2	;
return	5:4	5:23	2	VLC_EGENERIC
water	5:11	0:0	3	VLC_EGENERIC
