func	2:0	6:0	0	static void	R180
params	2:16	0:0	1	
param	2:17	2:24	2	int *	sx
param	2:26	2:33	2	int *	sy
param	2:35	2:40	2	int	w
param	2:42	2:47	2	int	h
param	2:49	2:55	2	int	dx
param	2:57	2:63	2	int	dy
stmnts	4:4	5:20	1	
op	4:4	0:0	2	*
water	4:5	0:0	2	sx
op	4:8	0:0	2	=
water	4:10	0:0	2	w
op	4:12	0:0	2	-
water	4:14	0:0	2	1
op	4:16	0:0	2	-
water	4:18	0:0	2	dx
water	4:20	0:0	2	;
op	5:4	0:0	2	*
water	5:5	0:0	2	sy
op	5:8	0:0	2	=
water	5:10	0:0	2	h
op	5:12	0:0	2	-
water	5:14	0:0	2	1
op	5:16	0:0	2	-
water	5:18	0:0	2	dy
water	5:20	0:0	2	;
