func	2:0	7:0	0	int	playlist_NodeAppend
params	2:23	0:0	1	
param	2:25	2:47	2	playlist_t *	p_playlist
param	3:25	3:48	2	playlist_item_t *	p_item
param	4:25	4:51	2	playlist_item_t *	p_parent
stmnts	6:4	6:66	1	
return	6:4	6:66	2	playlist_NodeInsert(p_playlist,p_item,p_parent,-1)
call	6:11	6:65	3	playlist_NodeInsert
arg	6:32	6:42	4	p_playlist
water	6:32	0:0	5	p_playlist
arg	6:44	6:50	4	p_item
water	6:44	0:0	5	p_item
arg	6:52	6:60	4	p_parent
water	6:52	0:0	5	p_parent
arg	6:62	6:65	4	-1
op	6:62	0:0	5	-
water	6:63	0:0	5	1
